"source_external_id","name","district","address","latitude","longitude","opening_hours","area_sqm","website","image_url"
"H0059","KletterBar Kiel","Melsdorf","Otto-Flath-Straße 7, 24109 Melsdorf","54.3094035485407","10.031130778892","","","http://www.kletterbar-kiel.de/",""
"H0060","Kletterhalle Bergwerk","Dortmund","Emscherallee 33, 44369 Dortmund","51.5427367675715","7.4096865632133","","","http://www.kletterhalle-bergwerk.de/",""
"H0061","Kletterkirche","Mönchengladbach","Nicodemstr. 36, 41068 Mönchengladbach","51.195898979719","6.41131512378289","","","http://www.kletterkirche.de/",""
"H0062","Kletterturm Peak 17","Kaiserslautern","Paul-Ehrlich-Straße 17a, 67663 Kaiserslautern","49.4271831297349","7.7537433909437","","","https://zsgw.rptu.de/unisport/peak-17-kletterturm",""
"H0063","Kletterwelt Sauerland","Altena","Rosmarter Allee 12, 58762 Altena","51.2478115886897","7.68994473899491","","","https://www.kletterwelt-sauerland.de/",""
"H0064","Kletterzentrum Nordhessen","Kassel","Johanna-Waescher-Str. 4, 34131 Kassel","51.3064479956064","9.44758534011164","","","https://kletterzentrum-nordhessen.de/",""
"H0065","Oldenbloc","Oldenburg","Melkbrink 76, 26121 Oldenburg","53.1572175755935","8.20108229471699","","","http://www.oldenbloc.de/",""
"H0066","Onyx Boulderspot Leipzig","Leipzig","Franz-Flemming-Straße 35, 4179 Leipzig","51.3468939794019","12.3051663230121","","","http://www.onyx-leipzig.de/",""
"H0067","Ostbloc Boulderhalle","Berlin","Hauptstraße 13, 10317 Berlin","52.4914191566675","13.4884050680727","","","https://www.ostbloc.de/",""
"H0068","Plan B Boulderhalle","Jena","Carl-Pulfrich-Straße 4, 7745 Jena","50.9209344328859","11.5726933774366","","","http://www.planb-jena.de/",""
"H0069","Rocks","Jena","Fritz-Winkler-Straße 3, 7743 Jena","50.940172204998","11.5997062327583","","","https://www.rocks-jena.de/",""
"H0070","RoXx Kletterzentrum","Göttingen","Sprangerweg 2, 37075 Göttingen","51.5505566153403","9.95300369454614","","","https://my.sport.uni-goettingen.de/roxx/",""
"H0071","Schwerkraft Boulderhalle","Ingolstadt","Marie-Curie-Straße 10, 85055 Ingolstadt","48.7831368539917","11.4729427968105","","","http://www.boulderhalle-ingolstadt.de/",""
"H0072","Sport Schindele Alpin Base","Memmingen","Allgäuer Straße 24, 87700 Memmingen","47.9748564095378","10.1821820930388","","","https://boulderhalle-memmingen.de/",""
"H0073","Steil Boulderhalle","Karlsruhe","Hardeckstraße 8, 76185 Karlsruhe","48.9990763761521","8.36175777103927","","","https://boulderhalle-steil.com/",""
"H0074","Studio Bloc Mannheim","Mannheim","Christian-Friedrich-Schwan-Straße 14, 68167 Mannheim","49.4966505363098","8.50323755549958","","","https://www.studiobloc.de/",""
"H0075","Studio Bloc Pfungstadt","Pfungstadt","Gottlieb-Daimler-Straße 6, 64319 Pfungstadt","49.8152872667813","8.61177206240082","","","http://www.studiobloc.de/",""
"H0076","Studio Bloc Wiesbaden","Wiesbaden","Holzstraße 11, 65197 Wiesbaden","50.0748267392696","8.20770969627572","","","https://www.studiobloc.de/",""
"H0077","Stuntwerk Köln Zollstock","Köln","Weyerstraßerweg 10A, 50969 Köln","50.9182287438409","6.93993920701072","","","https://stuntwerk-koeln-zollstock.de/",""
"H0078","Stuntwerk Köln-Mülheim","Köln","Schanzenstr. 6-20, 51063 Köln","50.965710344472","7.01329260499728","","","https://www.stuntwerk-koeln-muelheim.de/",""
"H0079","Stuntwerk Krefeld","Krefeld","Weyerhofstr. 50, 47803 Krefeld","51.3449076398577","6.54503825330779","","","https://stuntwerk-krefeld.de/",""
"H0080","Stuntwerk Rosenheim","Rosenheim","Grubholzerstraße 12, 83026 Rosenheim","47.8501784036205","12.0906660026606","","","http://www.stuntwerk-rosenheim.de/",""
"H0081","Stuntwerk Troisdorf","Troisdorf","Kölner Str. 2, 53840 Troisdorf","50.8143206779054","7.16333802335839","","","http://www.stuntwerk-troisdorf.de/",""
"H0082","Südbloc","Berlin","Großbeerenstraße 4, 12107 Berlin","52.4400507888843","13.3796306075663","","","https://www.xn--sdbloc-3ya.de/",""
"H0083","Superblock Boulderhalle","Düsseldorf","Fichtenstraße 53, 40233 Düsseldorf","51.2141129940746","6.81253165037456","","","http://www.superblock.nrw/",""
"H0084","TOP Boulder Malmsheim","Renningen","Perouser Str. 76, 71272 Renningen","48.7794045353786","8.9069333136185","","","http://topboulder.com/",""
"H0085","urban apes Hamburg Ost","Hamburg","Wandsbeker Zollstraße 87-89, 22041 Hamburg","53.5774041073494","10.0800816487417","","","https://www.urbanapes.de/hamburg-ost/",""
"H0086","Wiesbadener Nordwand","Wiesbaden","Hagenauer Strasse 49, 65203 Wiesbaden","50.0498914374724","8.21464480649241","","","https://wiesbadener-nordwand.de/",""
"H0087","Zenit Boulderhalle Osnabrück","Osnabrück","Dammstraße 2, 49084 Osnabrück","52.2683507879415","8.05922635241606","","","https://www.zenit-klettern.de/",""
"H0088","Boulderhaus Heidelberg","Heidelberg","Im Bosseldorn 25-1, 69126 Heidelberg","49.3864012723306","8.67909193244327","","","http://www.boulderhaus.net/",""
"H0089","Boulderhaus Mannheim","Mannheim","Abraham-Lincoln-Allee 3, 68309 Mannheim","49.5183435820649","8.53501433541107","","","http://www.boulderhaus.net/",""
"H0090","Boulder Island","Mannheim","Industriestraße 39, 68169 Mannheim","49.5137021929271","8.46947503766074","","","https://boulder-island.de/",""
"H0091","Boulderhaus Darmstadt","Darmstadt- Nord","Landwehrstraße 75, 64293 Darmstadt- Nord","49.8798686570887","8.63766724981547","","","http://www.boulderhaus.de/",""
"H0092","Boulderwelt München Ost","München","Hanne-Hiob-Straße 4, 81671 München","48.1260008243273","11.6119949204705","","","http://www.boulderwelt-muenchen-ost.de/",""
"H0093","Greifbar Boulderhalle","Friedrichshafen","Anton- Sommer- Straße 8, 88046 Friedrichshafen","47.6525767517594","9.50315429060695","","","https://greifbar-bouldern.de/",""
"H0094","Bouldering climbing wall Lindau","Lindau","Uferweg 3, 88131 Lindau","47.5523568509268","9.67843359272015","","","",""
"H0095","Der Steinbock Konstanz","Konstanz","August-Borsig-Straße 20, 78467 Konstanz","47.6829799785012","9.14382575667359","","","http://www.dersteinbock-konstanz.de/",""
"H0096","Kletterwerk Radolfzell","Radolfzell","Werner-Messmer-Straße 12, 78315 Radolfzell","47.7531447114747","8.97190942870641","","","http://www.kletterwerk.de/",""
